TweetID,LangID,TopicID,HateLabel
1344792819660189696,0,1,0
1344767690225954816,0,1,0
1344762665764343809,0,1,0
1344760030537670657,0,1,1
1344737275872235520,0,1,0
1344736054188924931,0,1,0
1344717408288825344,0,1,0
1344702716900216834,0,1,2
1344701188231540736,0,1,0
1344694354762469377,0,1,0
1344693703487664130,0,2,0
1344692706182897664,0,1,1
1344692359641133056,0,1,0
1344683235775803395,0,1,2
1344681665919115264,0,1,0
1344677129045344256,0,1,0
1344674442224558080,0,1,0
1344671413819609088,0,1,0
1344671216674729989,0,1,0
1344668905994924034,0,1,0
1344662023167205377,0,1,0
1344661051514740737,0,1,0
1344651643023978496,0,1,0
1344645875029651460,0,1,0
1344640686885396480,0,1,0
1344637215595524097,0,1,0
1344630842837053442,0,1,0
1344620612329857024,0,1,2
1344617272640483328,0,1,0
1344589194295824384,0,1,0
1344560460767645697,0,1,0
1344541298146074624,0,1,0
1344518363519868929,0,1,0
1344471472937398272,0,1,0
1344412951315439618,0,1,0
1344392510421020672,0,1,0
1344391816490201089,0,1,0
1344382077211455498,0,1,0
1344381573404221441,0,1,2
1344376827591143431,0,1,0
1344372118402846720,0,1,0
1344367737724952580,0,1,0
1344363945163972612,0,1,0
1344359378288332803,0,1,0
1344341164544167938,0,1,0
1344339078116995073,0,1,1
1344337262063083520,0,1,0
1344336558657331200,0,1,0
1344330441537572867,0,1,0
1344324279358386176,0,1,0
1344317430798184449,0,1,0
1344317249746825218,0,1,1
1344315429607636992,0,1,0
1344315253849542659,0,1,0
1344314485377544196,0,1,2
1344303420350590977,0,1,0
1344296615260151810,0,1,0
1344295909916553218,0,1,0
1344276864148377602,0,1,0
1344274161884139523,0,1,0
1344273810313379841,0,1,0
1344271050213830656,0,1,2
1344254406737408001,0,1,0
1344252424366784514,0,1,1
1344245519858728962,0,1,0
1344241457247485955,0,1,0
1344241205761208320,0,1,0
1344238743314685952,0,1,1
1344235601927684097,0,1,1
1344234487106957312,0,1,0
1344232378429009920,0,1,0
1344223517986988032,0,1,0
1344218410239078401,0,1,2
1344217586893017092,0,1,0
1344216116298702848,0,1,2
1344209651009728512,0,1,0
1344209009222557698,0,1,0
1344203195342610433,0,1,2
1344203170407444481,0,1,0
1344195114562940928,0,1,0
1344192645908877312,0,1,0
1344192112514895872,0,1,0
1344188364602355712,0,1,0
1344183965419245569,0,1,0
1344176462497259520,0,1,0
1344175279464468480,0,1,0
1344174568559292416,0,1,0
1344158922471583744,0,1,0
1344155039233941506,0,1,0
1344152983328747520,0,1,0
1344146159011553280,0,1,0
1344144716741414912,0,1,0
1344096459562618881,0,1,0
1344072345091235842,0,1,0
1344057592805535756,0,1,0
1344053392323325952,0,1,0
1344052101199097860,0,1,0
1344050053393080321,0,1,0
1344046053331501062,0,1,2
1344045188151463936,0,1,0
1344044396111687685,0,1,0
1344043902916055040,0,1,0
1344042482288484354,0,1,0
1344042180390875137,0,1,0
1344040501301932032,0,1,0
1344040476954009607,0,1,0
1344038957261197312,0,1,0
1344037201278021632,0,1,0
1344035935315484675,0,1,0
1344034993161580547,0,1,0
1344034126307995650,0,1,0
1344026414069248000,0,1,0
1344024942514470913,0,1,0
1344024609117638657,0,1,0
1344021589675880450,0,1,0
1344021357915484161,0,1,0
1344018762358534150,0,1,2
1344015196164132864,0,1,0
1344014600447156226,0,1,2
1344012333799124992,0,1,0
1344011826095382533,0,1,0
1344008487479762949,0,1,2
1344007904303734788,0,1,0
1344006140892479489,0,1,1
1344005497695952899,0,1,0
1344003037787017218,0,1,2
1344001963701231616,0,1,0
1344001202762166273,0,1,0
1344001091889999873,0,1,0
1344000790629916676,0,1,0
1343999813914927104,0,1,0
1343999261881626625,0,1,2
1343997953774673922,0,1,0
1343997716150546438,0,1,1
1343994920621780995,0,1,0
1343994201244098562,0,1,0
1343994185951678467,0,1,2
1343993345488650242,0,1,0
1343992020487065601,0,1,0
1343990758068662275,0,1,0
1343990491721981954,0,1,0
1343989758754758660,0,1,0
1343988457530658822,0,1,0
1343987885805068288,0,1,0
1343986076541739010,0,1,0
1343985885398917120,0,1,0
1343984104870731776,0,1,2
1343983919625068544,0,1,0
1343983038330449921,0,1,0
1343982177676091392,0,1,0
1343980701281087488,0,1,2
1343979083315740675,0,1,0
1343979049182502913,0,1,1
1343978951258087424,0,1,0
1343978421211246592,0,1,0
1343978338134712321,0,1,0
1343978132190220290,0,1,0
1343974799735988224,0,1,0
1343974677912449025,0,1,0
1343971902201745408,0,1,0
1343970686260416520,0,1,0
1343968787721310210,0,1,2
1343967297841623040,0,1,0
1343967073987387393,0,1,0
1343966704037212166,0,1,0
1343965543154520066,0,1,0
1343964416761622531,0,1,2
1343961405465251840,0,1,0
1343960685152186370,0,1,0
1343957911404470274,0,1,0
1343956828862951429,0,2,0
1343956742896545792,0,1,0
1343956586562260994,0,1,0
1343955977910050816,0,1,2
1343955731935080449,0,1,0
1343955210679549952,0,1,1
1343955016449720325,0,1,2
1343954712635305987,0,1,0
1343954359198097412,0,1,0
1343954086086004742,0,1,1
1343951673673318401,0,1,2
1343951314175332359,0,1,1
1343950172657770502,0,1,0
1343949805471600641,0,1,0
1343948980795957249,0,1,0
1343948455782313984,0,1,2
1343946122948202501,0,1,0
1343945796560019459,0,1,2
1343945227351040000,0,1,0
1343944065373581312,0,1,2
1343943803523244036,0,1,0
1343943435817017345,0,1,2
1343941182846603269,0,1,2
1343940425795719170,0,1,2
1343939248722993152,0,1,2
1343939090861973505,0,1,0
1343938699206266880,0,1,0
1343938507136446464,0,1,0
1343938388823576577,0,0,0
1343938062880010242,0,1,1
1343936998566998016,0,1,0
1343936968816787458,0,1,0
1343934106376220673,0,1,1
1343933982283591680,0,1,0
1343933196577234945,0,1,0
1343933115157389312,0,1,2
1343931655778611205,0,1,0
1343931147689074688,0,1,2
1343931110821146624,0,1,0
1343930794289586177,0,1,0
1343928881775071233,0,1,0
1343927840052563968,0,1,2
1343926179116494848,0,1,0
1343925762781544451,0,1,0
1343925033442357248,0,1,2
1343922190220144640,0,1,0
1343921734274134017,0,1,0
1343920764551114755,0,1,2
1343919667874848768,0,1,0
1343919250168307716,0,1,0
1343918287206424576,0,1,1
1343917923463737345,0,1,2
1343917521158758400,0,1,2
1343917184708472836,0,1,0
1343916473627123712,0,1,0
1343916141404688386,0,1,1
1343915714764300288,0,1,2
1343915669058936838,0,1,0
1343915393224761344,0,1,2
1343914671351492608,0,1,2
1343914373249724416,0,1,1
1343912133311008768,0,1,0
1343911340562403328,0,1,0
1343910601656066048,0,1,2
1343907609485705218,0,1,1
1343907009998057474,0,1,0
1343905741166567425,0,1,0
1343905183458328577,0,1,0
1343901498590244865,0,1,2
1343900789882974214,0,1,0
1343900305847590912,0,1,0
1343899444933251072,0,1,2
1343899300590399490,0,0,0
1343899194482896896,0,1,2
1343882478390566913,0,1,0
1343881292568555521,0,1,2
1343877918267760640,0,1,0
1343872872297672705,0,1,0
1343660157604126720,0,1,1
1343528097614880769,0,1,2
1343519715793240065,0,1,0
1343503440631242757,0,1,0
1343495485441585154,0,1,0
1343485112982319105,0,1,1
1343339593098256386,0,1,1
1343334237747994630,0,1,1
1343325236641624064,0,0,2
1343314378343460865,0,1,2
1285026369668354050,0,1,0
1285002366186651648,0,1,2
1284984703079120897,0,1,1
1284947097612169217,0,1,0
1284924092118966277,0,1,1
1284913421146783746,0,1,1
1284898774473637891,0,1,0
1284897765382914048,0,1,2
1284883133247127560,0,1,0
1284867061362155522,0,1,0
1284840184585039874,0,1,1
1284825350921486336,0,1,1
1284808127192412161,0,1,0
1284791652566151170,0,1,1
1284791077082476545,0,1,2
1284777360726925312,0,1,1
1284764721284100098,0,1,2
1284746422475161601,0,1,1
1284734414891683840,0,1,1
1284731614757629959,0,1,2
1284636465088073729,0,1,2
1284614274464264200,0,1,2
1284612757728395264,0,1,1
1284611920386043907,0,1,2
1284610614107799559,0,1,2
1284604224630853632,0,1,2
1284546143163228161,0,1,2
1284539057536675842,0,1,2
1284533048663584768,0,1,2
1284530753242574848,0,1,1
1284528512225992704,0,1,2
1284527724137259008,0,1,2
1284522197164449793,0,1,2
1284518043863994375,0,1,2
1284517566887731201,0,1,2
1284508864944254977,0,1,2
1284508585628753920,0,1,1
1284508432918286336,0,1,2
1284505619945447425,0,1,2
1284503195503427585,0,1,2
1284502329560117251,0,1,2
1284499951741997056,0,1,2
1284498940285550593,0,1,2
1284496122191519745,0,1,2
1284494322356883456,0,1,2
1284493941887377415,0,1,2
1284491462248484865,0,1,2
1284490657432842243,0,1,2
1284488254843232257,0,1,2
1284488216188530689,0,1,2
1284485372018413568,0,1,2
1284484526115360768,0,1,2
1284483649728057344,0,1,2
1284478520140472321,0,1,2
1284477594293932035,0,1,2
1284476682548711424,0,1,2
1284476275692843008,0,1,2
1284474646700740610,0,1,2
1284474076598341634,0,1,2
1284473096259416064,0,1,2
1284472732294492165,0,1,2
1284471063276118018,0,1,2
1284467998896553985,0,1,2
1284467619379240961,0,1,2
1284466450669895681,0,1,2
1284465395722792961,0,1,2
1284464426410807296,0,1,2
1284464314938789888,0,1,2
1284464077797023744,0,1,2
