1377169463867441155,1,3,0
1377169095599087617,1,3,0
1377168966561370117,1,3,0
1377168950941741057,1,3,0
1377168862253174787,1,3,0
1377168796176158726,1,3,0
1377168791407239171,1,3,0
1377168765759070218,1,3,0
1377168714689257479,1,3,0
1377168702106345479,1,3,0
1377168612952211456,1,2,0
1377168573404119042,1,3,0
1377168446656372738,1,3,0
1377168411029950470,1,3,0
1377168391442587650,1,3,0
1377168331711475717,1,3,0
1377168318780428292,1,3,0
1377168312287731716,1,3,0
1377168152442728452,1,3,0
1377168121476247562,1,3,0
1377168000449572867,1,3,0
1377167979012517891,1,3,0
1377167928773148675,1,3,0
1377167736938197001,1,3,0
1377167719196323840,1,3,0
1377167663391117319,1,3,0
1377167590527705094,1,3,0
1377167552699199488,1,3,0
1377167544872706053,1,3,0
1377167539986296833,1,3,0
1377167429390848006,1,3,0
1377167415725854724,1,3,0
1377167398298521603,1,3,0
1377167322431979521,1,3,0
1377167226831171587,1,3,0
1377167165434994690,1,3,0
1377167121336045576,1,0,0
1377166970601103360,1,3,0
1377166942071484418,1,3,0
1377166784151781378,1,3,0
1377166773447876609,1,3,0
1377166705374334979,1,3,0
1344731038405152768,1,3,0
1344730882062561289,1,3,0
1344730869832015878,1,3,0
1344730846708817920,1,3,0
1344730745898676225,1,2,0
1344730687295918080,1,3,0
1344730641888391169,1,3,0
1344730594174001159,1,3,0
1344730580366229505,1,4,0
1344730555401830401,1,3,0
1344730506571755521,1,3,0
1344730484581027846,1,3,0
1344730472715317250,1,3,0
1344730428096307208,1,3,0
1344730316779433989,1,3,0
1344730308176998424,1,3,0
1344730291542269952,1,3,0
1344730177075441664,1,3,0
1344730126940979200,1,3,0
1344730120401997824,1,3,0
1344730099644555264,1,3,0
1344730029561790465,1,3,0
1344729940390907904,1,3,0
1344729878046912514,1,0,0
1344729863052263424,1,3,0
1344729828122120197,1,3,0
1344729774896328705,1,3,0
1344729722245156864,1,3,0
1344729656004636673,1,3,0
1344729549410607104,1,3,0
1344729478379888640,1,3,0
1344729436529319937,1,3,0
1344729370829721602,1,3,0
1344729311627141121,1,3,0
1344729271105966086,1,3,0
1344729171663196165,1,3,0
1344729148531437568,1,3,0
1344729105854394369,1,3,0
1344729105183379456,1,3,0
1344729071167676417,1,3,0
1344729039009959942,1,3,0
1344729038670229506,1,3,0
1344729016973058055,1,3,0
1344728983817121795,1,3,0
1344728974912471044,1,3,0
1344728914044698624,1,3,0
1344728908382539779,1,3,0
1344728869945757696,1,3,0
1344728859170779137,1,3,0
1344728848181637121,1,3,0
1344728839021355009,1,3,0
1344728816015581191,1,2,0
1344728779134963712,1,3,0
1344728746922811395,1,3,0
1344728629775896580,1,3,0
1344728555691913220,1,3,0
1344728542739918848,1,3,0
1344728530777743360,1,3,0
1344728523181842433,1,3,0
1344728417590267906,1,3,0
1344728355132874753,1,3,0
1344728333746122755,1,3,0
1344728321305812998,1,2,0
1344728296336986117,1,3,0
1344728261486493696,1,3,0
1344728110978265088,1,2,0
1344728094834368516,1,3,0
1344728019617898497,1,3,0
1344727915364192256,1,3,0
1344727854978887683,1,3,0
1344727786146189312,1,3,0
1344727771424157698,1,3,0
1344727734535159808,1,3,0
1344727693003251712,1,3,0
1344727571955470341,1,3,0
1344727571758505986,1,3,0
1344727561142726658,1,3,0
1344727535578357760,1,3,0
1344727526405517319,1,3,0
1344727524685844482,1,3,0
1344727523964252160,1,3,0
1344727377503518722,1,3,0
1344727368938745856,1,3,0
1344727335594033155,1,3,0
1344727304170180615,1,3,0
1344727295517483012,1,3,0
1344727262797705223,1,3,0
1344727224482611200,1,3,0
1344727083524759554,1,2,0
1344726974007287810,1,3,0
1344726910056730625,1,3,0
1344726901063995394,1,3,0
1344726838254460938,1,3,0
1344726798848978947,1,3,0
1344726777080344578,1,3,0
1344726709828988930,1,3,0
1344726644733452289,1,3,0
1344726641185054721,1,3,0
1344726617071915008,1,3,0
1344726513426419712,1,3,0
1344726502974382081,1,3,0
1344726359914946561,1,3,0
1344726344580493312,1,3,0
1344726165181919234,1,3,0
1344726142431993857,1,3,0
1344726127701594113,1,3,0
1344726054749917184,1,3,0
1344726052279627777,1,3,0
1344725908373037056,1,2,0
1344725863531749379,1,3,0
1344725851313745920,1,3,0
1344725771504508930,1,2,0
1344725711114948611,1,3,0
1344725688352292865,1,3,0
1344725661001388034,1,3,0
1344725643062366208,1,3,0
1344725587613671424,1,3,0
1344725544584286211,1,3,0
1344725466670899202,1,3,0
1344725397024497667,1,3,0
1344725394885201920,1,3,0
1344725377571303425,1,2,0
1344725367190401030,1,3,0
1344725342620147714,1,3,0
1344725337209528322,1,3,0
1344725210709295105,1,3,0
